given_date,given_rank,track_id,spotify_artist,given_artist,spotify_title,given_title,given_last_week,given_peak_rank,given_weeks_on_board
2001-08-18,60,2rsjgtDbLeSYttYBPL5L1m,Rascal Flatts,Rascal Flatts,While You Loved Me,While You Loved Me,68,60,8
2001-08-18,61,49aUxrufliNDGj7MTm7pNU,Jill Scott,Jill Scott,The Way,The Way,67,61,7
2001-08-18,62,7ktlRGfo8wQaruyZD8xCii,Chris Cagle,Chris Cagle,Laredo,Laredo,64,62,7
2001-08-18,63,2onNmw7lzEoDRXl46jDO5O,Trisha Yearwood,Trisha Yearwood,I Would've Loved You Anyway,I Would've Loved You Anyway,74,63,3
2001-08-18,64,5z5ao3FAaVwHk1g7xuOBcB,Fuel,Fuel,Bad Day,Bad Day,66,64,4
2001-08-18,65,3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,3 Doors Down,Be Like That,Be Like That,65,65,4
2001-08-18,66,0FpLfrOyHblbDlHUsrPN1N,Busta Rhymes,Violator Featuring Busta Rhymes,What's It Gonna Be?! (feat. Janet Jackson),What It Is,63,63,8
2001-08-18,67,0rRboI6IRuGx56Dq3UdYY4,Afroman,Afroman,Because I Got High,Because I Got High,,67,1
2001-08-18,68,55mJleti2WfWEFNFcBduhc,TOOL,Tool,Schism,Schism,72,68,9
2001-08-18,69,4gM2BugovNf4bvXdjZODzG,Nelly Furtado,Nelly Furtado,Turn Off The Light,Turn Off The Light,,69,1
2001-08-18,70,0khUsHfJrVCu3Pn4WuzNd5,Tim McGraw,Tim McGraw,Angry All The Time,Angry All The Time,,70,1
2001-08-18,71,3TcoHf7nvC8RaDVdfIFjFR,Sara Evans,Sara Evans,I Could Not Ask for More,I Could Not Ask For More,75,35,18
2001-08-18,72,2423gyT9B3zNqC9ZD8QfSu,Faith Evans,Faith Evans Featuring Carl Thomas,Can't Believe (feat. Carl Thomas),Can't Believe,69,56,16
2001-08-18,73,0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,'N Sync,Pop,Pop,62,19,12
2001-08-18,74,44LFap7VrB4356vfbQOZHg,JUVENILE,Juvenile,Set It Off,Set It Off,76,74,2
2001-08-18,75,2ydUT1pFhuLDnouelIv4WH,blink-182,Blink-182,The Rock Show,The Rock Show,71,71,4
2001-08-18,76,23qDMWnwf8p0pr5slljB6i,Phil Vassar,Phil Vassar,Six-Pack Summer,Six-Pack Summer,78,76,2
2001-08-18,77,7K4Aq4awgYvDKEJdEvvl4j,Fabolous,Fabolous Featuring Nate Dogg,Can't Deny It (feat. Nate Dogg),Can't Deny It,81,77,5
2001-08-18,78,5rJRKtJzm7qacwYEjsKav6,Lee Ann Womack,Lee Ann Womack,Why They Call It Falling,Why They Call It Falling,80,78,5
2001-08-18,79,57BrRMwf9LrcmuOsyGilwr,Linkin Park,Linkin Park,Crawling,Crawling,79,79,2
2001-08-18,80,5LVTzrOs7Ban5EpU9XkGSW,The Delfonics,Dream,Hey! Love,This Is Me,70,39,15
2001-08-18,81,6dJZY47RgBcd7A9pSsWL6S,Coo Coo Cal,Coo Coo Cal,My Projects,My Projects,93,81,3
2001-08-18,82,2c7huQpWR29bcXrrvLcG2j,Aaliyah,Aaliyah Featuring Timbaland,We Need A Resolution (feat. Timbaland),We Need A Resolution,82,59,12
2001-08-18,83,3dxDj8pDPlIHCIrUPXuCeG,Darude,Darude,Sandstorm,Sandstorm,84,83,5
2001-08-18,84,3jZHJO0QAb8sbv71DXOD9J,Matchbox Twenty,matchbox twenty,Mad Season,Mad Season,83,48,16
2001-08-18,85,0eEIBDavijQl5u7A4yBpSs,Ameritz Countdown Karaoke,Gigi D'Agostino,I'll Fly with You (L'amour Toujours) [In the Style of Gigi D'agostino] [Karaoke Version],I'll Fly With You (L'amour Toujours),89,85,3
2001-08-18,86,4ukCThz76ZkKJzTlmDlKpa,Trick Pony,Trick Pony,On a Night Like This,On A Night Like This,91,86,4
2001-08-18,87,154grZhOoDf2FDTnS2BpK6,Brad Paisley,Brad Paisley,Two People Fell in Love,Two People Fell In Love,73,51,17
2001-08-18,88,02GwPAncasVL82yC7y2hmN,Petey Pablo,Petey Pablo,Raise Up,Raise Up,98,88,2
2001-08-18,89,7fFCnttacpotkyhTOxKv14,Jennifer Lopez,Jennifer Lopez,Play,Play,86,18,20
2001-08-18,90,6Jvx6HCj3wxWWIs90YqWXj,Nivea,Nivea,Don't Mess With The Radio,Don't Mess With The Radio,,90,1
2001-08-18,91,0pm08BZksjfIZmXcPckvEc,Bow Wow,Lil Bow Wow,Ghetto Girls,Ghetto Girls,,91,1
2001-08-18,92,55oovDrYcI8EzQxg7mHVrD,Lionel Richie,Lionel Richie,Angel - Metro Mix Radio Edit,Angel,94,70,16
2001-08-18,93,3hfMKCMfKcKctpjtH0TB76,Gary Allan,Gary Allan,Right Where I Need To Be,Right Where I Need To Be,90,42,20
2001-08-18,94,0Tl84qfow6Dv0PM60zoBhb,azul azul,Azul Azul,La Bomba,La Bomba,96,70,20
2001-08-18,95,514AneEN1C63hmnVNC4dLJ,Samantha Mumba,Samantha Mumba,Baby Come On Over (This Is Our Night),"Baby, Come Over (This Is Our Night)",92,49,15
2001-08-18,96,4ycTot7CIH1cQULltBNajo,Alan Jackson,Alan Jackson,When Somebody Loves You,When Somebody Loves You,95,52,17
2001-08-18,97,22WlwTY6Y41bG3hIOMF4VO,Dante Thomas,Dante Thomas Featuring Pras,Miss California,Miss California,88,85,6
2001-08-18,98,7dO7S7cAUqTUiVRqQ2v9zh,Babyface,Babyface,There She Goes,There She Goes,87,31,15
2001-08-18,99,0s9A4pUBLw68E76vY8LU9K,Lil' Romeo,Lil' Romeo,My Baby,My Baby,85,3,14
2001-08-18,100,3uMZMYC0GurzpeTf9QvPe0,Ian van Dahl,Ian Van Dahl Featuring Marsha,Castles In The Sky,Castles In The Sky,99,99,3
2001-08-11,1,41nT1Sp6ChR65FbsdLlFHW,Destiny's Child,Destiny's Child,Bootylicious,Bootylicious,1,1,10
2001-08-11,2,5fTFotLuBHdqoO4k8BnxET,Hot Fox Karaoke,Mariah Carey Featuring Cameo,Loverboy (In The Style Of 'Mariah Carey Featuring Cameo'),Loverboy,2,2,8
2001-08-11,3,5ncKa5K5qxoRDIn5p7Qqmm,The Karaoke Crew,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind (As Made Famous By Eve Featuring Gwen Stefani),Let Me Blow Ya Mind,6,3,16
2001-08-11,4,4zYTZvtcww7OWKie7fxA9E,Blu Cantrell,Blu Cantrell,Hit 'Em Up Style (Oops!),Hit 'Em Up Style (Oops!),3,2,15
2001-08-11,5,2QsZVnbWVSjKMXK6K3uRBL,Usher,Usher,U Remind Me,U Remind Me,5,1,9
2001-08-11,6,0WdaRmHBMhUoLPqHLdb9yg,O-Town,O-Town,All or Nothing,All Or Nothing,4,3,10
2001-08-11,7,0KQx6HOpJueiSkztcS0r7D,Alicia Keys,Alicia Keys,Fallin',Fallin',10,7,9
2001-08-11,8,2hKdd3qO7cWr2Jo0Bcs0MA,Train,Train,Drops of Jupiter (Tell Me),Drops Of Jupiter (Tell Me),7,5,22
2001-08-11,9,6MLsahMK3VvH9NUwXOktdS,Jennifer Lopez,Jennifer Lopez Featuring Ja Rule,I'm Real (feat. Ja Rule) - Murder Remix,I'm Real,12,9,6
2001-08-11,10,2VbmTtZn6SdR33FGklXhVU,Off The Record Karaoke,Jagged Edge With Nelly,Where the Party at (In the Style of Jagged Edge - Nelly) [Karaoke Version With Lead Vocal],Where The Party At,11,10,11
2001-08-11,11,0wqOReZDnrefefEsrIGeR4,Lifehouse,Lifehouse,Hanging By A Moment,Hanging By A Moment,8,2,27
2001-08-11,12,4w9soAM7IrmYDhSXLp14p6,Jack Black,112,Peaches,Peaches & Cream,9,4,18
2001-08-11,13,25CMmGsl22APKhfuj4Tp7j,Staind,Staind,It's Been Awhile,It's Been Awhile,13,13,18
2001-08-11,14,43zr9kKkeiQrshvYuvNtfM,Janet Jackson,Janet,Someone To Call My Lover,Someone To Call My Lover,17,14,8
2001-08-11,15,1tJkic0TURTCXw3rBhYgWu,City High,City High,What Would You Do?,What Would You Do?,15,8,21
2001-08-11,16,5ZsPy9wHH733NlU6c4v2Hi,Sugar Ray,Sugar Ray,When It's Over - David Kahne Main,When It's Over,16,16,11
2001-08-11,17,7nnWIPM5hwE3DaUBkvOIpy,Incubus,Incubus,Drive,Drive,14,9,26
2001-08-11,18,0UzsDmdpw0Q14KU4hieQss,Craig David,Craig David,Fill Me In,Fill Me In,18,18,10
2001-08-11,19,4Vx3lC2E2wr3ZlT7pA2jOT,D12,D12,Purple Hills,Purple Hills,19,19,8
2001-08-11,20,0l8YY2QAbkXAUnhAs1RHUF,The Karaoke Channel,"Missy ""Misdemeanor"" Elliott","Get Ur Freak On (Radio Version) (Karaoke Version) - (In The Style Of Missy ""Misdemeanor"" Elliott)",Get Ur Freak On,20,7,21
2001-08-11,21,2WQAknZHrJAEQOFXe0F44P,Blake Shelton,Blake Shelton,Austin,Austin,30,21,12
2001-08-11,22,6f67kjvFmXZTA47K8JNVBU,Willa Ford,Willa Ford,I Wanna Be Bad,I Wanna Be Bad,22,22,10
2001-08-11,23,2TVSa07y6g3HRn4oLWv57M,Jessica Simpson,Jessica Simpson,Irresistible,Irresistible,21,15,13
2001-08-11,24,4KoecuyOpZaNFZ0UqVsllc,Uncle Kracker,Uncle Kracker,Follow Me,Follow Me,23,5,23
2001-08-11,25,7teF2kwC3GL00mQfwtxzo9,The Isley Brothers,The Isley Brothers Featuring Ronald Isley,"For the Love of You, Pts. 1 & 2",Contagious,33,25,5
2001-08-11,26,4nqhpXmbCksSZ1I1QUf8Ac,The Karaoke Crew,Nelly Featuring City Spud,Ride Wit Me (As Made Famous by Nelly Featuring City Spud),Ride Wit Me,25,3,25
2001-08-11,27,4h5KBcltGefua73AUPYps7,JAY-Z,JAY-Z,Izzo (H.O.V.A.),Izzo (H.O.V.A.),40,27,3
2001-08-11,28,65KzDXZm9aQt8sA1k0ZVG3,Dave Matthews Band,Dave Matthews Band,The Space Between,The Space Between,31,28,13
2001-08-11,29,5ONjjxFYoBzp7v2PMHBAvT,ProTracks (Karaoke),"Missy ""Misdemeanor"" Elliott","One Minute Man - In the Style of Missy ""Misdemeanor"" Elliott (Karaoke Version Teaching Vocal)",One Minute Man,36,29,5
2001-08-11,30,4tgeQrPu5xkrnwErym2JsJ,Eve 6,Eve 6,Here's to the Night,Here's To The Night,34,30,10
2001-08-11,31,6IFOw9Ck9mWHRQgw6QrPYx,Erick Sermon,Erick Sermon Featuring Marvin Gaye,Music (feat. Marvin Gaye),Music,28,22,11
2001-08-11,32,49XSbzWYyB20DTlBtQiZFw,J. Cozier,Jimmy Cozier,She's All I Got - Radio Edit,She's All I Got,27,26,9
2001-08-11,33,751gBcu62kORDelX7FV0mM,Dido,Dido,Thank You,Thank You,35,3,31
2001-08-11,34,0PSZ9G584Ve27GK6ThlY6P,Christina Aguilera,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade - Single Edit,Lady Marmalade,24,1,18
2001-08-11,35,6X1MOfJSjBT54VcbD1o7vR,Jamie O'Neal,Jamie O'Neal,When I Think About Angels,When I Think About Angels,38,35,10
2001-08-11,36,650M98AP1WgRo1jJ0snmoI,Luther Vandross,Luther Vandross,Take You Out - Radio Edit,Take You Out,26,26,4
2001-08-11,37,6KCOOKsDFfGEiwWZZlEI6O,Lil' Mo,Lil' Mo Featuring Fabolous,Superwoman Pt. II - Rap Version Remix,Superwoman Pt. II,29,11,20
2001-08-11,38,3zjLEJ6EPYJHZRtWGMhMSJ,Montgomery Gentry,Montgomery Gentry,She Couldn't Change Me,She Couldn't Change Me,39,37,19
2001-08-11,39,34Vn9nKfztyLco9lJazy4j,Lonestar,Lonestar,I'm Already There,I'm Already There,37,24,15
2001-08-11,40,6CBRI05fAHw76JqDk2IRkK,Toby Keith,Toby Keith,I'm Just Talkin' About Tonight,I'm Just Talkin' About Tonight,44,40,9
2001-08-11,41,1UkMAtLU8NxsddE7j4zXGO,American Hi-Fi,American Hi-Fi,Flavor Of The Weak,Flavor Of The Weak,41,41,8
2001-08-11,42,3aw9iWUQ3VrPQltgwvN9Xu,Mary J. Blige,Mary J. Blige,Family Affair,Family Affair,53,42,3
2001-08-11,43,3sCTGhBAfmP3xFi7NTazxC,poppa,R. Kelly Featuring Jay-Z,R Kelly,Fiesta,32,6,20
2001-08-11,44,3lcC9CnN7Rpo1ugATzmYjY,Ludacris,Ludacris Featuring Nate Dogg,Area Codes,Area Codes,52,44,5
2001-08-11,45,1RC5Mb0VhnlhnMlFDnrvE0,Smash Mouth,Smash Mouth,I'm A Believer - Radio Edit,I'm A Believer,56,45,4
2001-08-11,46,7qLQR9T8vL638MbPYCDAFk,Keith Urban,Keith Urban,Where The Blacktop Ends,Where The Blacktop Ends,51,46,9
2001-08-11,47,2YhdP9Wq1yH2pshQ6sWnHo,Cyndi Thomson,Cyndi Thomson,What I Really Meant To Say,What I Really Meant To Say,54,47,11
2001-08-11,48,2aGw77pZqli064JiPuXYRi,Nelly Furtado,Nelly Furtado,I'm Like A Bird,I'm Like A Bird,42,9,24
2001-08-11,49,5X8kkUaUlAyAUr9TYqDFTH,Janet Jackson,Janet,All For You,All For You,43,1,22
2001-08-11,50,7xwFOVYwBuLvFquLyfooRp,Ray J,Ray J Featuring Lil' Kim,Wait a Minute (feat. Lil' Kim),Wait A Minute,50,30,12
2001-08-11,51,0twRGRH1uG8XGH99X5R9V3,The Wiseguys,The Wiseguys,Start the Commotion,Start The Commotion,63,51,2
2001-08-11,52,1s2khOWzC99udpUaPICLJI,Faith Hill,Faith Hill,There You'll Be - 2007 Remaster,There You'll Be,49,10,12
2001-08-11,53,2eOuL8KesslTLQERQPu11D,Diddy,"P. Diddy, Black Rob & Mark Curry",Bad Boy for Life,Bad Boy For Life,60,53,3
2001-08-11,54,0NdEFLohwfZpyncrBCq1ZY,Toya,Toya,I Do!!,I Do!!,46,32,11
2001-08-11,55,4XRUKxDIn28c7uHEzbGFgj,Backstreet Boys,Backstreet Boys,More Than That,More Than That,45,27,12
2001-08-11,56,0YHBvFhfCJHyP5qfgtiX1o,Jaheim,Jaheim,Just in Case,Just In Case,58,56,7
2001-08-11,57,0Uyh92tLyb9JawG8lmWCzJ,Ginuwine,Ginuwine,Differences,Differences,75,57,3
2001-08-11,58,6j2aNuhJJUnRj6UHcvn5PI,Trick Daddy,Trick Daddy,I'm a Thug,I'm A Thug,71,58,4
2001-08-11,59,0cHRuyr1YyvJXTCX5ZeqSO,Jo Dee Messina,Jo Dee Messina,Downtime,Downtime,61,59,9
2001-08-11,60,3e41nkMyqcAwaQCXJVj87G,Brooks & Dunn,Brooks & Dunn,Only In America,Only In America,69,60,4
2001-08-11,61,6FLwmdmW77N1Pxb1aWsZmO,Enya,Enya,Only Time,Only Time,65,61,5
2001-08-11,62,0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,'N Sync,Pop,Pop,55,19,11
2001-08-11,63,0FpLfrOyHblbDlHUsrPN1N,Busta Rhymes,Violator Featuring Busta Rhymes,What's It Gonna Be?! (feat. Janet Jackson),What It Is,67,63,7
2001-08-11,64,7ktlRGfo8wQaruyZD8xCii,Chris Cagle,Chris Cagle,Laredo,Laredo,77,64,6
2001-08-11,65,3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,3 Doors Down,Be Like That,Be Like That,72,65,3
2001-08-11,66,5z5ao3FAaVwHk1g7xuOBcB,Fuel,Fuel,Bad Day,Bad Day,66,66,3
2001-08-11,67,49aUxrufliNDGj7MTm7pNU,Jill Scott,Jill Scott,The Way,The Way,62,62,6
2001-08-11,68,2rsjgtDbLeSYttYBPL5L1m,Rascal Flatts,Rascal Flatts,While You Loved Me,While You Loved Me,80,68,7
2001-08-11,69,2423gyT9B3zNqC9ZD8QfSu,Faith Evans,Faith Evans Featuring Carl Thomas,Can't Believe (feat. Carl Thomas),Can't Believe,59,56,15
2001-08-11,70,5LVTzrOs7Ban5EpU9XkGSW,The Delfonics,Dream,Hey! Love,This Is Me,64,39,14
2001-08-11,71,2ydUT1pFhuLDnouelIv4WH,blink-182,Blink-182,The Rock Show,The Rock Show,74,71,3
2001-08-11,72,55mJleti2WfWEFNFcBduhc,TOOL,Tool,Schism,Schism,78,68,8
2001-08-11,73,154grZhOoDf2FDTnS2BpK6,Brad Paisley,Brad Paisley,Two People Fell in Love,Two People Fell In Love,57,51,16
2001-08-11,74,2onNmw7lzEoDRXl46jDO5O,Trisha Yearwood,Trisha Yearwood,I Would've Loved You Anyway,I Would've Loved You Anyway,81,74,2
2001-08-11,75,3TcoHf7nvC8RaDVdfIFjFR,Sara Evans,Sara Evans,I Could Not Ask for More,I Could Not Ask For More,73,35,17
2001-08-11,76,44LFap7VrB4356vfbQOZHg,JUVENILE,Juvenile,Set It Off,Set It Off,,76,1
2001-08-11,77,4RtDZMumlKxsN7IL3AJPUx,Tim McGraw,Tim McGraw,Grown Men Don't Cry,Grown Men Don't Cry,79,25,20
2001-08-11,78,23qDMWnwf8p0pr5slljB6i,Phil Vassar,Phil Vassar,Six-Pack Summer,Six-Pack Summer,,78,1
2001-08-11,79,57BrRMwf9LrcmuOsyGilwr,Linkin Park,Linkin Park,Crawling,Crawling,,79,1
2001-08-11,80,5rJRKtJzm7qacwYEjsKav6,Lee Ann Womack,Lee Ann Womack,Why They Call It Falling,Why They Call It Falling,82,80,4
2001-08-11,81,7K4Aq4awgYvDKEJdEvvl4j,Fabolous,Fabolous Featuring Nate Dogg,Can't Deny It (feat. Nate Dogg),Can't Deny It,88,81,4
2001-08-11,82,2c7huQpWR29bcXrrvLcG2j,Aaliyah,Aaliyah Featuring Timbaland,We Need A Resolution (feat. Timbaland),We Need A Resolution,68,59,11
2001-08-11,83,3jZHJO0QAb8sbv71DXOD9J,Matchbox Twenty,matchbox twenty,Mad Season,Mad Season,84,48,15
2001-08-11,84,3dxDj8pDPlIHCIrUPXuCeG,Darude,Darude,Sandstorm,Sandstorm,92,84,4
2001-08-11,85,0s9A4pUBLw68E76vY8LU9K,Lil' Romeo,Lil' Romeo,My Baby,My Baby,76,3,13
2001-08-11,86,7fFCnttacpotkyhTOxKv14,Jennifer Lopez,Jennifer Lopez,Play,Play,83,18,19
2001-08-11,87,7dO7S7cAUqTUiVRqQ2v9zh,Babyface,Babyface,There She Goes,There She Goes,70,31,14
2001-08-11,88,22WlwTY6Y41bG3hIOMF4VO,Dante Thomas,Dante Thomas Featuring Pras,Miss California,Miss California,85,85,5
2001-08-11,89,0eEIBDavijQl5u7A4yBpSs,Ameritz Countdown Karaoke,Gigi D'Agostino,I'll Fly with You (L'amour Toujours) [In the Style of Gigi D'agostino] [Karaoke Version],I'll Fly With You (L'amour Toujours),95,89,2
2001-08-11,90,3hfMKCMfKcKctpjtH0TB76,Gary Allan,Gary Allan,Right Where I Need To Be,Right Where I Need To Be,89,42,19
2001-08-11,91,4ukCThz76ZkKJzTlmDlKpa,Trick Pony,Trick Pony,On a Night Like This,On A Night Like This,97,91,3
2001-08-11,92,514AneEN1C63hmnVNC4dLJ,Samantha Mumba,Samantha Mumba,Baby Come On Over (This Is Our Night),"Baby, Come Over (This Is Our Night)",94,49,14
2001-08-11,93,6dJZY47RgBcd7A9pSsWL6S,Coo Coo Cal,Coo Coo Cal,My Projects,My Projects,98,93,2
2001-08-11,94,55oovDrYcI8EzQxg7mHVrD,Lionel Richie,Lionel Richie,Angel - Metro Mix Radio Edit,Angel,100,70,15
2001-08-11,95,4ycTot7CIH1cQULltBNajo,Alan Jackson,Alan Jackson,When Somebody Loves You,When Somebody Loves You,87,52,16
2001-08-11,96,0Tl84qfow6Dv0PM60zoBhb,azul azul,Azul Azul,La Bomba,La Bomba,96,70,19
2001-08-11,97,3NJQ1KdbMLE1CEEVNjs9IO,Tyrese,Tyrese,I Like Them Girls,I Like Them Girls,91,48,19
2001-08-11,98,02GwPAncasVL82yC7y2hmN,Petey Pablo,Petey Pablo,Raise Up,Raise Up,,98,1
2001-08-11,99,3uMZMYC0GurzpeTf9QvPe0,Ian van Dahl,Ian Van Dahl Featuring Marsha,Castles In The Sky,Castles In The Sky,99,99,2
2001-08-11,100,1PmJcgLwG1wRC5qMdjogRD,George Strait,George Strait,If You Can Do Anything Else,If You Can Do Anything Else,93,51,18
2001-08-04,1,41nT1Sp6ChR65FbsdLlFHW,Destiny's Child,Destiny's Child,Bootylicious,Bootylicious,7,1,9
2001-08-04,2,5fTFotLuBHdqoO4k8BnxET,Hot Fox Karaoke,Mariah Carey Featuring Cameo,Loverboy (In The Style Of 'Mariah Carey Featuring Cameo'),Loverboy,60,2,7
2001-08-04,3,4zYTZvtcww7OWKie7fxA9E,Blu Cantrell,Blu Cantrell,Hit 'Em Up Style (Oops!),Hit 'Em Up Style (Oops!),2,2,14
2001-08-04,4,0WdaRmHBMhUoLPqHLdb9yg,O-Town,O-Town,All or Nothing,All Or Nothing,3,3,9
2001-08-04,5,2QsZVnbWVSjKMXK6K3uRBL,Usher,Usher,U Remind Me,U Remind Me,1,1,8
2001-08-04,6,5ncKa5K5qxoRDIn5p7Qqmm,The Karaoke Crew,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind (As Made Famous By Eve Featuring Gwen Stefani),Let Me Blow Ya Mind,4,3,15
2001-08-04,7,2hKdd3qO7cWr2Jo0Bcs0MA,Train,Train,Drops of Jupiter (Tell Me),Drops Of Jupiter (Tell Me),6,5,21
2001-08-04,8,0wqOReZDnrefefEsrIGeR4,Lifehouse,Lifehouse,Hanging By A Moment,Hanging By A Moment,8,2,26
2001-08-04,9,4w9soAM7IrmYDhSXLp14p6,Jack Black,112,Peaches,Peaches & Cream,5,4,17
2001-08-04,10,0KQx6HOpJueiSkztcS0r7D,Alicia Keys,Alicia Keys,Fallin',Fallin',14,10,8
2001-08-04,11,2VbmTtZn6SdR33FGklXhVU,Off The Record Karaoke,Jagged Edge With Nelly,Where the Party at (In the Style of Jagged Edge - Nelly) [Karaoke Version With Lead Vocal],Where The Party At,11,11,10
2001-08-04,12,6MLsahMK3VvH9NUwXOktdS,Jennifer Lopez,Jennifer Lopez Featuring Ja Rule,I'm Real (feat. Ja Rule) - Murder Remix,I'm Real,19,12,5
2001-08-04,13,25CMmGsl22APKhfuj4Tp7j,Staind,Staind,It's Been Awhile,It's Been Awhile,13,13,17
2001-08-04,14,7nnWIPM5hwE3DaUBkvOIpy,Incubus,Incubus,Drive,Drive,9,9,25
2001-08-04,15,1tJkic0TURTCXw3rBhYgWu,City High,City High,What Would You Do?,What Would You Do?,10,8,20
2001-08-04,16,5ZsPy9wHH733NlU6c4v2Hi,Sugar Ray,Sugar Ray,When It's Over - David Kahne Main,When It's Over,16,16,10
2001-08-04,17,43zr9kKkeiQrshvYuvNtfM,Janet Jackson,Janet,Someone To Call My Lover,Someone To Call My Lover,17,17,7
2001-08-04,18,0UzsDmdpw0Q14KU4hieQss,Craig David,Craig David,Fill Me In,Fill Me In,18,18,9
2001-08-04,19,4Vx3lC2E2wr3ZlT7pA2jOT,D12,D12,Purple Hills,Purple Hills,20,19,7
2001-08-04,20,0l8YY2QAbkXAUnhAs1RHUF,The Karaoke Channel,"Missy ""Misdemeanor"" Elliott","Get Ur Freak On (Radio Version) (Karaoke Version) - (In The Style Of Missy ""Misdemeanor"" Elliott)",Get Ur Freak On,15,7,20
2001-08-04,21,2TVSa07y6g3HRn4oLWv57M,Jessica Simpson,Jessica Simpson,Irresistible,Irresistible,21,15,12
2001-08-04,22,6f67kjvFmXZTA47K8JNVBU,Willa Ford,Willa Ford,I Wanna Be Bad,I Wanna Be Bad,27,22,9
2001-08-04,23,4KoecuyOpZaNFZ0UqVsllc,Uncle Kracker,Uncle Kracker,Follow Me,Follow Me,23,5,22
2001-08-04,24,0PSZ9G584Ve27GK6ThlY6P,Christina Aguilera,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade - Single Edit,Lady Marmalade,12,1,17
2001-08-04,25,4nqhpXmbCksSZ1I1QUf8Ac,The Karaoke Crew,Nelly Featuring City Spud,Ride Wit Me (As Made Famous by Nelly Featuring City Spud),Ride Wit Me,22,3,24
2001-08-04,26,650M98AP1WgRo1jJ0snmoI,Luther Vandross,Luther Vandross,Take You Out - Radio Edit,Take You Out,31,26,3
